entity_1,entity_2,relation_type,frequency
Lam Research Corporation,R&D,funds,1
Lam Research Corporation,lithography,depends_on,1
competitors,semiconductor manufacturers,supplies,1
foreign direct product rule,Lam Research Corporation,regulates,1
restructuring plan,Lam Research Corporation,influences,1
ransomware,Lam Research Corporation,threatens,1
ISO 27001,Lam Research Corporation,regulates,1
senior unsecured notes,Lam Research Corporation,funds,1
Commerce Department,KLA Corporation,regulates,1
Commerce Department,China,regulates,1
2024 BIS Rules,China,regulates,1
2025 BIS Rules,DRAM,regulates,1
U.S. Tariffs,KLA Corporation,threatens,1
tariffs,aluminum,regulates,1
tariffs,copper,regulates,1
tariffs,steel,regulates,1
reciprocal tariffs,United States,opposes,1
Iran,Israel,threatens,1
Hezbollah,Israel,threatens,1
KLA Corporation,United States,operates_in,1
Israel Defense Forces,KLA Corporation,influences,1
cybersecurity threats,KLA Corporation,threatens,1
KLA Corporation,artificial intelligence,depends_on,1
KLA Corporation,GHG emissions,develops,1
SBTi,KLA Corporation,regulates,1
California,ESG,regulates,1
European Union,ESG,regulates,1
PFAS,KLA Corporation,threatens,1
One Big Beautiful Bill Act,KLA Corporation,regulates,1
Singapore Economic Development Board,KLA Corporation,influences,1
Sarbanes-Oxley Act,KLA Corporation,regulates,1
KLA Corporation,process control equipment,produces,1
KLA Corporation,yield management products,produces,1
KLA Corporation,inspection equipment,produces,1
KLA Corporation,metrology equipment,produces,1
KLA Corporation,foundry/logic sector,depends_on,1
KLA Corporation,memory sector,depends_on,1
global economy,KLA Corporation,influences,1
financial markets,KLA Corporation,influences,1
interest rates,KLA Corporation,threatens,1
inflation,KLA Corporation,threatens,1
Foreign Currency Translation,KLA Corporation,threatens,1
KLA Corporation,Japanese Yen,depends_on,1
KLA Corporation,Euro,depends_on,1
KLA Corporation,pound sterling,depends_on,1
KLA Corporation,Israeli shekel,depends_on,1
Broadridge Financial Solutions,financial services industry,depends_on,1
Broadridge Financial Solutions,public companies,supplies,1
Broadridge Financial Solutions,artificial intelligence,develops,1
Broadridge Financial Solutions,machine learning,develops,1
Broadridge Financial Solutions,Generative AI,develops,1
Broadridge Financial Solutions,quantum computing,develops,1
Broadridge Financial Solutions,digital and distributed ledger,develops,1
Broadridge Financial Solutions,cloud computing,depends_on,1
Broadridge Financial Solutions,open source software,depends_on,1
cybersecurity threats,Broadridge Financial Solutions,threatens,1
phishing,Broadridge Financial Solutions,threatens,1
denial-of-service attacks,Broadridge Financial Solutions,threatens,1
malware,Broadridge Financial Solutions,threatens,1
Middle East conflict,Broadridge Financial Solutions,disrupts,1
Russia and Ukraine conflict,Broadridge Financial Solutions,disrupts,1
financial services industry,Securities and Exchange Commission,regulates,1
United States Postal Service,Broadridge Financial Solutions,supplies,1
artificial intelligence,Broadridge Financial Solutions,threatens,1
Seagate Technology,HDD,produces,1
Seagate Technology,HAMR,develops,1
Seagate Technology,CSPs,depends_on,1
Seagate Technology,United States,operates_in,1
China,rare earth elements,supplies,1
China,Seagate Technology,threatens,1
Seagate Technology,single-source suppliers,depends_on,1
BIS,Seagate Technology,regulates,1
OFAC,Seagate Technology,regulates,1
sanctions,Seagate Technology,threatens,1
competitors,Seagate Technology,competes_with,1
war,Seagate Technology,disrupts,1
natural disasters,Seagate Technology,disrupts,1
cyberattacks,Seagate Technology,threatens,1
ransomware,Seagate Technology,threatens,1
OECD,Pillar Two global corporate minimum tax,develops,1
Pillar Two global corporate minimum tax,Seagate Technology,regulates,1
Singapore,Pillar Two global corporate minimum tax,controls,1
Thailand,Pillar Two global corporate minimum tax,controls,1
Seagate Technology,read/write heads,depends_on,1
Seagate Technology,substrates for recording media,depends_on,1
Seagate Technology,ASICs,depends_on,1
Seagate Technology,spindle motors,depends_on,1
Seagate Technology,printed circuit boards,depends_on,1
artificial intelligence,Seagate Technology,influences,1
public health issues,Seagate Technology,disrupts,1
terrorism,Seagate Technology,disrupts,1
Seagate Technology,suppliers,depends_on,1
Oracle Corporation,United States,operates_in,1
Oracle Corporation,Securities and Exchange Commission,regulates,1
Lawrence J. Ellison,Oracle Corporation,controls,1
Safra A. Catz,Oracle Corporation,controls,1
Clayton Magouyrk,Amazon Web Services,depends_on,1
Stuart Levey,Diem Association,controls,1
Stuart Levey,HSBC Holdings,controls,1
Oracle Corporation,Microsoft Azure,competes_with,1
Oracle Corporation,Amazon Web Services,competes_with,1
Oracle Corporation,Google Cloud,competes_with,1
Oracle Corporation,China,depends_on,1
Oracle Corporation,Taiwan,depends_on,1
Oracle Corporation,TikTok,supplies,1
Oracle Corporation,Europe,operates_in,1
Oracle Financial Services Software Limited,India,operates_in,1
Oracle Corporation Japan,Japan,operates_in,1
CEHRT,Oracle Corporation,regulates,1
Medicare,Oracle Corporation,regulates,1
Medicaid,Oracle Corporation,regulates,1
Oracle Corporation,Ampere,funds,1
SoftBank Group Corp,Ampere,controls,1
2017 Tax Cuts and Jobs Act,Oracle Corporation,regulates,1
the U.S. Congress,Oracle Corporation,regulates,1
tariffs,Oracle Corporation,threatens,1
sanctions,Oracle Corporation,threatens,1
export controls,Oracle Corporation,regulates,1
cyberattacks,Oracle Corporation,threatens,1
Oracle Corporation,Healthcare,operates_in,1
Oracle Corporation,Financial Services,operates_in,1
Oracle Corporation,retail,operates_in,1
Oracle Corporation,hospitality,operates_in,1
Oracle Corporation,telecommunications,operates_in,1
Oracle Corporation,government,operates_in,1
Oracle Corporation,graphics processing units,depends_on,1
inflation,Oracle Corporation,threatens,1
Oracle Corporation,Euro,depends_on,1
Oracle Corporation,Japanese Yen,depends_on,1
Oracle Corporation,Indian Rupee,depends_on,1
Oracle Corporation,British Pound,depends_on,1
Oracle Corporation,ESG,operates_in,1
climate change,Oracle Corporation,threatens,1
cybersecurity,NetApp,threatens,1
CISO,Global Security Risk and Compliance,controls,1
CISO,cybersecurity,controls,1
ISACA,CISO,influences,1
ISC2,CISO,influences,1
U.S. Tariffs,China,regulates,1
U.S. Tariffs,Microchip Technology,threatens,1
U.S. Tariffs,rare earth materials,disrupts,1
German Tax Authorities,Microchip Technology,regulates,1
interest rates,Microchip Technology,threatens,1
Arrow Electronics,Microchip Technology,trades_with,1
Distribution,Microchip Technology,trades_with,1
Microchip Technology,Fab 2,controls,1
Microchip Technology,Thailand,operates_in,1
Microchip Technology,Philippines,operates_in,1
Thailand,Microchip Technology,regulates,1
Malta,Microchip Technology,regulates,1
Ireland,Microchip Technology,regulates,1
cyberattacks,Microchip Technology,threatens,1
Russia,Microchip Technology,threatens,1
Global Minimum Tax,Microchip Technology,regulates,1
automotive market,Microchip Technology,consumes,1
industrial market,Microchip Technology,consumes,1
recession,Microchip Technology,threatens,1
Microchip Technology,analog products,produces,1
Europe,Microchip Technology,trades_with,1
Ernst Young LLP,Microchip Technology,influences,1
Take-Two Interactive,Electronic Arts Inc.,competes_with,1
Take-Two Interactive,Ubisoft Entertainment S.A.,competes_with,1
Take-Two Interactive,"ZMC Advisors, L.P.",depends_on,1
Take-Two Interactive,free-to-play games,develops,1
Take-Two Interactive,Grand Theft Auto,produces,1
Apple,AppTracking Transparency,controls,1
U.K. Bribery Act,Take-Two Interactive,regulates,1
ESRB,Take-Two Interactive,regulates,1
tariffs,Take-Two Interactive,threatens,1
climate change,Take-Two Interactive,threatens,1
inflation,Take-Two Interactive,threatens,1
Amazon,Take-Two Interactive,competes_with,1
Cybersecurity Incident,Take-Two Interactive,disrupts,1
Cybersecurity Incident,Rockstar Games,disrupts,1
Cybersecurity Incident,2K Games,disrupts,1
open-source software,Take-Two Interactive,threatens,1
artificial intelligence,Take-Two Interactive,threatens,1
generative AI,Take-Two Interactive,threatens,1
Gen Digital,Broadcom,depends_on,1
Broadcom,Gen Digital,supplies,1
Gen Digital,MoneyLion,controls,1
Gen Digital,Pathward,depends_on,1
generative artificial intelligence,Gen Digital,threatens,1
artificial intelligence,Gen Digital,influences,1
EU AI Act,Gen Digital,regulates,1
California Consumer Privacy Act,Gen Digital,regulates,1
Gramm-Leach-Bliley Act,Gen Digital,regulates,1
Fair Credit Reporting Act,Gen Digital,regulates,1
USA PATRIOT Act,Gen Digital,regulates,1
Military Lending Act,Gen Digital,regulates,1
SEC Regulation S-P,Gen Digital,regulates,1
tariffs,Gen Digital,threatens,1
trade wars,Gen Digital,threatens,1
geopolitical conflicts,Gen Digital,threatens,1
nation-state cyberattacks,Gen Digital,threatens,1
fraud,Gen Digital,threatens,1
deepfakes,Gen Digital,threatens,1
Gen Digital,generative artificial intelligence,develops,1
Gen Digital,machine learning,develops,1
Gen Digital,cybersecurity,produces,1
Gen Digital,antivirus,produces,1
Gen Digital,VPN,produces,1
Gen Digital,cyber safety sector,operates_in,1
Gen Digital,financial technology sector,operates_in,1
Gen Digital,identity threat protection sector,operates_in,1
Gen Digital,digital banking sector,operates_in,1
Gen Digital,consumer lending sector,operates_in,1
Office of Foreign Assets Control,Gen Digital,regulates,1
open banking,Gen Digital,influences,1
Electronic Arts,Sony,depends_on,1
Electronic Arts,Microsoft,depends_on,1
Sony,Electronic Arts,controls,1
Microsoft,Electronic Arts,controls,1
Electronic Arts,"Nexon Co., Ltd",depends_on,1
Electronic Arts,Garena Online Private Limited,depends_on,1
Electronic Arts,Steam,depends_on,1
Electronic Arts,artificial intelligence,develops,1
artificial intelligence,Electronic Arts,threatens,1
cybersecurity threats,Electronic Arts,threatens,1
tariffs,Electronic Arts,threatens,1
sanctions,Electronic Arts,regulates,1
digital services taxes,Electronic Arts,threatens,1
Pillar II,Electronic Arts,regulates,1
Switzerland,Electronic Arts,influences,1
natural disasters,Electronic Arts,disrupts,1
labor unions,Electronic Arts,threatens,1
Electronic Arts,consoles,depends_on,1
Electronic Arts,mobile devices,depends_on,1
Electronic Arts,cloud computing,depends_on,1
United States,Electronic Arts,regulates,1
Asian,Electronic Arts,threatens,1
competition laws,Electronic Arts,regulates,1
Electronic Arts,Goldman Sachs Co. LLC,trades_with,1
Trimble Inc.,Russia-Ukraine conflict,disrupts,1
Trimble Inc.,supply chain,depends_on,1
Russia-Ukraine conflict,supply chain,disrupts,1
Trimble Inc.,Caterpillar,allies_with,1
Trimble Inc.,Nikon,allies_with,1
Trimble Inc.,Hilti,allies_with,1
Trimble Inc.,AGCO,allies_with,1
Securities and Exchange Commission,Trimble Inc.,regulates,1
Nasdaq Stock Market LLC,Trimble Inc.,regulates,1
Russian government,GLONASS,controls,1
Chinese government,BeiDou,controls,1
European government,Galileo,controls,1
Trimble Inc.,Software as a Service,develops,1
Trimble Inc.,artificial intelligence,develops,1
artificial intelligence,Trimble Inc.,threatens,1
Trimble Inc.,cybersecurity,threatens,1
export restrictions,Trimble Inc.,regulates,1
Trimble Inc.,Americas Regional Fulfillment Center,controls,1
the U.S. Government,GLONASS,regulates,1
the U.S. Government,BeiDou,regulates,1
Dell Technologies,VMware,depends_on,1
Dell Technologies,Broadcom,trades_with,1
Sophos,Secureworks,controls,1
Thoma Bravo,Secureworks,controls,1
Dell Technologies,artificial intelligence,develops,1
Dell Technologies,AI-optimized servers,produces,1
Dell Technologies,Singapore,operates_in,1
tariffs,Dell Technologies,threatens,1
trade protection measures,Dell Technologies,threatens,1
Pillar Two global minimum tax,Dell Technologies,regulates,1
Dell Technologies,supply chain,depends_on,1
Dell Technologies,component suppliers,depends_on,1
Dell Technologies,Foreign Currency Translation,depends_on,1
Dell Technologies,IT infrastructure market,operates_in,1
Dell Technologies,PC market,operates_in,1
Dell Technologies,EMC Corporation,controls,1
Dell Technologies,Dell Financial Services,controls,1
Dell Technologies,Infrastructure Solutions Group,controls,1
Dell Technologies,Client Solutions Group,controls,1
Dell Technologies,Dell Technologies Capital,controls,1
IT infrastructure market,Dell Technologies,influences,1
input costs,Dell Technologies,influences,1
Dell Technologies,cloud infrastructure,develops,1
Dell Technologies,storage solutions,produces,1
Dell Technologies,servers and networking,produces,1
Dell Technologies,commercial PCs,produces,1
Dell Technologies,consumer PCs,produces,1
artificial intelligence,Dell Technologies,influences,1
Best Buy,China,depends_on,1
Best Buy,Mexico,depends_on,1
tariffs,Best Buy,threatens,1
China,rare earth elements,produces,1
Best Buy,rare earth elements,depends_on,1
Best Buy,Taiwan,depends_on,1
Red Sea,Best Buy,disrupts,1
Panama Canal,Best Buy,disrupts,1
Suez Canal,Best Buy,disrupts,1
Ukraine,Best Buy,disrupts,1
South China Sea,Best Buy,disrupts,1
artificial intelligence,Best Buy,disrupts,1
Best Buy,artificial intelligence,develops,1
GDPR,Best Buy,regulates,1
California Consumer Privacy Act,Best Buy,regulates,1
Centers for Medicaid and Medicaid Services,Best Buy,regulates,1
the Federal Communications Commission,Best Buy,regulates,1
Best Buy,Geek Squad,controls,1
Best Buy,Best Buy Health,controls,1
Best Buy,Best Buy Ads,controls,1
Best Buy,Marketplace,controls,1
Best Buy Health,Personal Emergency Response,develops,1
Best Buy Health,Remote Patient Monitoring,develops,1
inflation,Best Buy,threatens,1
recession,Best Buy,threatens,1
Best Buy,United Kingdom,operates_in,1
Best Buy,California,operates_in,1
Best Buy,Texas,operates_in,1
Best Buy,Florida,operates_in,1
"Workday, Inc.",Google Cloud,depends_on,1
EU AI Act,"Workday, Inc.",regulates,1
"Workday, Inc.",artificial intelligence,develops,1
"Workday, Inc.",agentic AI,develops,1
"Workday, Inc.",cloud computing,produces,1
"Workday, Inc.",HCM applications,produces,1
"Workday, Inc.",financial management applications,produces,1
Fiscal 2026 Restructuring Plan,"Workday, Inc.",disrupts,1
"Workday, Inc.",open source software,depends_on,1
"Workday, Inc.",iOS,depends_on,1
"Workday, Inc.",Android,depends_on,1
European Union,"Workday, Inc.",regulates,1
California,"Workday, Inc.",regulates,1
Delaware,"Workday, Inc.",regulates,1
July 19 Incident,CrowdStrike,disrupts,1
July 19 Incident,Windows,disrupts,1
CrowdStrike,AWS,depends_on,1
CrowdStrike,endpoint security,operates_in,1
CrowdStrike,cybersecurity,operates_in,1
CrowdStrike,legacy antivirus providers,competes_with,1
CrowdStrike,alternative endpoint security providers,competes_with,1
CrowdStrike,network security vendors,competes_with,1
CrowdStrike,cloud security vendors,competes_with,1
CrowdStrike,identity security vendors,competes_with,1
CrowdStrike,professional service providers,competes_with,1
Securities and Exchange Commission,CrowdStrike,regulates,1
data privacy,CrowdStrike,regulates,1
data security,CrowdStrike,regulates,1
FCPA,CrowdStrike,regulates,1
George Kurtz,CrowdStrike,controls,1
AI,CrowdStrike,influences,1
AI,cybersecurity,influences,1
inflation,CrowdStrike,threatens,1
interest rates,CrowdStrike,threatens,1
banking sector,CrowdStrike,influences,1
CrowdStrike,United States,operates_in,1
CrowdStrike,United Kingdom,operates_in,1
CrowdStrike,Australia,operates_in,1
CrowdStrike,Canada,operates_in,1
CrowdStrike,India,operates_in,1
CrowdStrike,Japan,operates_in,1
AI Act,Autodesk,regulates,1
Russia-Ukraine war,Autodesk,threatens,1
tariffs,Autodesk,threatens,1
sanctions,Russia,opposes,1
Chinese government,United States,opposes,1
economic downturn,Autodesk,threatens,1
cybersecurity threats,Autodesk,threatens,1
AI,Autodesk,influences,1
Autodesk,cloud computing,develops,1
data localization,Autodesk,regulates,1
European Union,EU-U.S. Data Privacy Framework,controls,1
inflation,Autodesk,threatens,1
currency exchange rates,Autodesk,threatens,1
Autodesk,AECO,operates_in,1
nationalism,Autodesk,threatens,1
protectionism,Autodesk,threatens,1
open source software,Autodesk,threatens,1
machine learning,software industry,disrupts,1
supply chain disruption,Autodesk,threatens,1
FedRAMP,Autodesk,regulates,1
digital services taxes,Autodesk,threatens,1
UK GDPR,Autodesk,regulates,1
Autodesk,U.S. federal government,supplies,1
Audit Committee investigation,Autodesk,threatens,1
shareholder litigation,Autodesk,threatens,1
cyberattacks,Salesforce,threatens,1
nation-states,Salesforce,threatens,1
criminal organizations,Salesforce,threatens,1
Data Act,Salesforce,regulates,1
DORA,financial services sector,regulates,1
Salesforce,cloud computing,develops,1
Salesforce,generative AI,develops,1
Salesforce,Agentforce,develops,1
Salesforce,Data Cloud,develops,1
Salesforce,financial services sector,operates_in,1
Salesforce,healthcare sector,operates_in,1
Salesforce,telecommunications sector,operates_in,1
Salesforce,Internet infrastructure,depends_on,1
Salesforce,technology sector,operates_in,1
India Digital Personal Data Protection Act 2023,Salesforce,regulates,1
Utah Artificial Intelligence Policy Act,artificial intelligence,regulates,1
Colorado Artificial Intelligence Act,artificial intelligence,regulates,1
generative AI,Salesforce,threatens,1
data breaches,Salesforce,threatens,1
distributed denial-of-service attacks,Salesforce,threatens,1
EU-U.S. Data Privacy Framework,Salesforce,regulates,1
Amsterdam District Court,Privacy Collective,regulates,1
Amsterdam Court of Appeal,Amsterdam District Court,regulates,1
Monolithic Power Systems,Michael Hsing,controls,1
Monolithic Power Systems,AI applications,supplies,1
Monolithic Power Systems,advanced driver assistance systems,supplies,1
macroeconomic conditions,Monolithic Power Systems,threatens,1
export control laws,Monolithic Power Systems,regulates,1
tariffs,Monolithic Power Systems,threatens,1
trade regulations,Monolithic Power Systems,regulates,1
Monolithic Power Systems,Taiwan,operates_in,1
Monolithic Power Systems,Europe,operates_in,1
GAAP,Monolithic Power Systems,regulates,1
Tax Cuts and Jobs Act,Monolithic Power Systems,regulates,1
Global Anti-Base Erosion Model Rules,Monolithic Power Systems,regulates,1
Bermuda Corporate Income Tax Act,Monolithic Power Systems,regulates,1
GILTI tax,Monolithic Power Systems,regulates,1
inflation,semiconductor industry,disrupts,1
interest rates,semiconductor industry,disrupts,1
geopolitical tensions,Monolithic Power Systems,threatens,1
Monolithic Power Systems,enterprise data market,supplies,1
Monolithic Power Systems,automotive market,supplies,1
Monolithic Power Systems,communications market,supplies,1
Monolithic Power Systems,storage and computing market,supplies,1
Monolithic Power Systems,consumer market,supplies,1
Monolithic Power Systems,industrial market,supplies,1
Ernst & Young LLP,Monolithic Power Systems,mediator,1
PCAOB,Ernst & Young LLP,regulates,1
FASB,Monolithic Power Systems,regulates,1
OECD,Monolithic Power Systems,regulates,1
Monolithic Power Systems,OEMs,trades_with,1
Monolithic Power Systems,ODMs,trades_with,1
Russian invasion of Ukraine,EPAM Systems,threatens,1
economic sanctions,EPAM Systems,disrupts,1
EPAM Systems,Central and Eastern Europe,operates_in,1
California privacy laws,EPAM Systems,regulates,1
anti-bribery and anti-corruption laws,EPAM Systems,regulates,1
export restrictions,EPAM Systems,regulates,1
Belarus,EPAM Systems,influences,1
generative AI,EPAM Systems,influences,1
EPAM Systems,technology professionals,depends_on,1
EPAM Systems,Poland,operates_in,1
work visas,EPAM Systems,regulates,1
tariffs,EPAM Systems,threatens,1
cybersecurity,EPAM Systems,threatens,1
United States,EPAM Systems,regulates,1
Solventum,3M,depends_on,1
3M,Solventum,supplies,1
Solventum,Spin-Off,depends_on,1
Russia-Ukraine conflict,Solventum,disrupts,1
3M,Russia,operates_in,1
COVID-19 pandemic,Solventum,disrupts,1
healthcare industry,Solventum,influences,1
Medicare,Solventum,funds,1
Medicaid,Solventum,funds,1
IRS,Solventum,regulates,1
Securities and Exchange Commission,Solventum,regulates,1
Food and Drug Administration,Solventum,regulates,1
FCPA,Solventum,regulates,1
GDPR,Solventum,regulates,1
HIPAA,Solventum,regulates,1
CCPA,Solventum,regulates,1
Sarbanes-Oxley Act,Solventum,regulates,1
the False Claims Act,Solventum,regulates,1
Physician Payments Sunshine Act,Solventum,regulates,1
CSRD,Solventum,regulates,1
Internal Revenue Code Section 355,Solventum,regulates,1
Solventum,ethylene oxide,depends_on,1
Solventum,oil,depends_on,1
Solventum,natural gas,depends_on,1
PFAS,Solventum,threatens,1
healthcare industry,Solventum,competes_with,1
artificial intelligence,healthcare industry,disrupts,1
blockchain,healthcare industry,disrupts,1
CMS,Solventum,regulates,1
California,Solventum,regulates,1
European Union,Solventum,regulates,1
China,Solventum,regulates,1
United Kingdom,Solventum,regulates,1
Solventum,United States,operates_in,1
Solventum,China,operates_in,1
Solventum,European Union,operates_in,1
Bair Hugger patient warming system,Solventum,threatens,1
Middle East conflict,Solventum,disrupts,1
AppLovin,Facebook,depends_on,1
Apple,IDFA,controls,1
AppLovin,IDFA,depends_on,1
Google,Privacy Sandbox,develops,1
AppLovin,AI,depends_on,1
Russia-Ukraine conflict,AppLovin,disrupts,1
Middle East conflict,AppLovin,disrupts,1
AppLovin,e-commerce,operates_in,1
AppLovin,connected TV,operates_in,1
COVID-19 pandemic,AppLovin,disrupts,1
Google,Tracking Protection,develops,1
Apple,iOS,controls,1
Google,Android,controls,1
Google,Chrome,controls,1
AppLovin,mobile gaming,operates_in,1
AppLovin,advertising ecosystem,operates_in,1
"SVP, Security Engineering",cybersecurity,controls,1
"SVP, Security Engineering",Chief Technology Officer,operates_in,1
information security program,cyberattacks,opposes,1
cybersecurity,Match Group,influences,1
"Digital Realty Trust, Inc.","Equinix, Inc.",competes_with,1
"Digital Realty Trust, Inc.",NTT,competes_with,1
"Digital Realty Trust, Inc.",Global Switch Holdings Limited,competes_with,1
"Digital Realty Trust, Inc.",electricity,depends_on,1
"Digital Realty Trust, Inc.",natural gas,depends_on,1
"Digital Realty Trust, Inc.",coal,depends_on,1
"Digital Realty Trust, Inc.",nuclear,depends_on,1
Russia,"Digital Realty Trust, Inc.",threatens,1
cyberattacks,"Digital Realty Trust, Inc.",threatens,1
ransomware,"Digital Realty Trust, Inc.",threatens,1
phishing,"Digital Realty Trust, Inc.",threatens,1
Securities and Exchange Commission,"Digital Realty Trust, Inc.",regulates,1
GDPR,"Digital Realty Trust, Inc.",regulates,1
"Digital Realty Trust, Inc.",Interxion,controls,1
"Digital Realty Trust, Inc.",artificial intelligence,depends_on,1
artificial intelligence,"Digital Realty Trust, Inc.",threatens,1
pandemics,"Digital Realty Trust, Inc.",disrupts,1
Brexit,"Digital Realty Trust, Inc.",threatens,1
inflation,"Digital Realty Trust, Inc.",threatens,1
United States Federal Reserve,interest rates,controls,1
interest rates,"Digital Realty Trust, Inc.",threatens,1
"Digital Realty Trust, Inc.",telecommunications,depends_on,1
"Digital Realty Trust, Inc.",renewable energy,depends_on,1
supply chain,"Digital Realty Trust, Inc.",threatens,1
Americans with Disabilities Act,"Digital Realty Trust, Inc.",regulates,1
REIT,"Digital Realty Trust, Inc.",regulates,1
Internal Revenue Code,"Digital Realty Trust, Inc.",regulates,1
ISO,"Digital Realty Trust, Inc.",regulates,1
SOC,"Digital Realty Trust, Inc.",regulates,1
carbon emissions,"Digital Realty Trust, Inc.",threatens,1
"Digital Realty Trust, Inc.",cloud computing,depends_on,1
China,First Solar,threatens,1
the Inflation Reduction Act,First Solar,funds,1
Section 45X,First Solar,funds,1
United States,crystalline silicon solar modules,regulates,1
Section 201,crystalline silicon solar modules,regulates,1
USDOC,China,regulates,1
China,Cambodia,supplies,1
China,Malaysia,supplies,1
China,Thailand,supplies,1
China,Vietnam,supplies,1
American Alliance for Solar Manufacturing Trade Committee,First Solar,allies_with,1
Section 301,China,regulates,1
Section 232,aluminum,regulates,1
ALMM,First Solar,influences,1
India,First Solar,regulates,1
MNRE,ALMM,controls,1
India,crystalline silicon solar modules,regulates,1
China,tellurium,controls,1
Chinese Ministry of Commerce,tellurium,regulates,1
First Solar,CdTe technology,develops,1
First Solar,CuRe technology,develops,1
TOPCon modules,First Solar,competes_with,1
First Solar,JinkoSolar,opposes,1
First Solar,United States,operates_in,1
European Union,cadmium,regulates,1
RoHS Directive,First Solar,threatens,1
FCPA,First Solar,regulates,1
IRS,Section 45X,controls,1
the U.S. Treasury Department,Section 45X,controls,1
First Solar,aluminum,consumes,1
First Solar,steel,consumes,1
First Solar,natural gas,consumes,1
antidumping duties,China,regulates,1
countervailing duties,China,regulates,1
antidumping duties,Taiwan,regulates,1
USITC,Dominican Republic,regulates,1
fentanyl,China,influences,1
IBM,U.S. Federal Government,trades_with,1
EU AI Act,IBM,regulates,1
data privacy regulations,IBM,regulates,1
export controls,IBM,regulates,1
global minimum tax,IBM,threatens,1
Internal Revenue Service,IBM,regulates,1
Superfund law,IBM,regulates,1
outbound investment restrictions,IBM,regulates,1
generative AI,ransomware,influences,1
IBM,Intel,depends_on,1
IBM,GAAP,depends_on,1
cybersecurity,IBM,threatens,1
Supermicro,Securities and Exchange Commission,regulates,1
Charles Liang,Ablecom,controls,1
Supermicro,Intel,depends_on,1
Supermicro,AMD,depends_on,1
Supermicro,NVIDIA,depends_on,1
Trump Administration,China,threatens,1
Supermicro,Ukraine,opposes,1
Compuware,Taiwan,operates_in,1
Compuware,China,operates_in,1
Compuware,Australia,operates_in,1
Supermicro,AI,depends_on,1
Supermicro,semiconductors,depends_on,1
export control regulations,Supermicro,regulates,1
trade tariffs,Supermicro,threatens,1
trade sanctions,Supermicro,threatens,1
cybersecurity threats,Supermicro,threatens,1
Supermicro,cloud computing customers,trades_with,1
Supermicro,internet data center customers,trades_with,1
Federal Reserve,Supermicro,influences,1
Supermicro,ERP systems,depends_on,1
Ablecom,Malaysia,operates_in,1
Compuware,Malaysia,operates_in,1
large social media company,Akamai Technologies,disrupts,1
DIY initiatives,Akamai Technologies,threatens,1
tariffs,Akamai Technologies,threatens,1
Israeli military reserves,Akamai Technologies,disrupts,1
Russian invasion of Ukraine,Akamai Technologies,disrupts,1
foreign exchange rates,Akamai Technologies,influences,1
compute industry,Akamai Technologies,competes_with,1
CCPA,Akamai Technologies,regulates,1
Section 230,Akamai Technologies,regulates,1
Pillar Two,Akamai Technologies,regulates,1
Chinese application ban legislation,large social media company,regulates,1
Chinese application ban legislation,Akamai Technologies,threatens,1
artificial intelligence,Akamai Technologies,influences,1
AMD,Akamai Technologies,influences,1
telecommunications network providers,Akamai Technologies,supplies,1
co-location facilities,Akamai Technologies,supplies,1
server hardware,Akamai Technologies,supplies,1
open-source software,Akamai Technologies,depends_on,1
Akamai Technologies,renewable energy,develops,1
technology companies,Akamai Technologies,competes_with,1
telecommunications companies,Akamai Technologies,competes_with,1
FlexBase program,Akamai Technologies,influences,1
United States,large social media company,regulates,1
OECD,Akamai Technologies,regulates,1
Hart-Scott-Rodino Act,Roper Technologies,regulates,1
Roper Technologies,Indicor,controls,1
CD&R,Indicor,controls,1
EU AI Act,Roper Technologies,regulates,1
California,Roper Technologies,regulates,1
Roper Technologies,patents,depends_on,1
Roper Technologies,copyrights,depends_on,1
Roper Technologies,trade secrets,depends_on,1
Roper Technologies,Trademarks,depends_on,1
China,Roper Technologies,threatens,1
Mexico,Roper Technologies,threatens,1
Ukraine,Roper Technologies,disrupts,1
Middle East,Roper Technologies,disrupts,1
Roper Technologies,government contractors,operates_in,1
oil,Roper Technologies,influences,1
British pounds,Roper Technologies,influences,1
Canadian Dollar,Roper Technologies,influences,1
Euro,Roper Technologies,influences,1
European Union,Roper Technologies,regulates,1
United Kingdom,Roper Technologies,regulates,1
Canada,Roper Technologies,regulates,1
United States,Cadence Design Systems,regulates,1
China,Cadence Design Systems,trades_with,1
BIS,Cadence Design Systems,regulates,1
geopolitical conflicts,Cadence Design Systems,threatens,1
Taiwan,semiconductor industry,controls,1
AI Technologies,Cadence Design Systems,influences,1
EU AI Act,Cadence Design Systems,regulates,1
competitors,Cadence Design Systems,competes_with,1
bank failures,Cadence Design Systems,threatens,1
Cadence Design Systems,Intellectual Property,depends_on,1
Cadence Design Systems,Customer,depends_on,1
Cadence Design Systems,suppliers,depends_on,1
IRS,Cadence Design Systems,regulates,1
Tax Cuts and Jobs Act,Cadence Design Systems,influences,1
foreign-direct product rules,Cadence Design Systems,regulates,1
military end-user rule,Cadence Design Systems,regulates,1
Cadence Design Systems,Silicon Valley,operates_in,1
earthquakes,Cadence Design Systems,threatens,1
wildfires,Cadence Design Systems,threatens,1
Cadence Design Systems,Research and Development Research,develops,1
Cadence Design Systems,cloud computing,develops,1
semiconductor industry,Cadence Design Systems,depends_on,1
trade restrictions,Cadence Design Systems,regulates,1
